player_name,season,team
UBT Chand,2011,Delhi Capitals
UBT Chand,2012,Delhi Capitals
UBT Chand,2013,Delhi Capitals
UBT Chand,2014,Rajasthan Royals
UBT Chand,2015,Mumbai Indians
UBT Chand,2016,Mumbai Indians
UT Khawaja,2016,Rising Pune Supergiant
UT Yadav,2010,Delhi Capitals
UT Yadav,2011,Delhi Capitals
UT Yadav,2012,Delhi Capitals
UT Yadav,2013,Delhi Capitals
UT Yadav,2014,Kolkata Knight Riders
UT Yadav,2015,Kolkata Knight Riders
UT Yadav,2016,Kolkata Knight Riders
UT Yadav,2017,Kolkata Knight Riders
UT Yadav,2018,Royal Challengers Bengaluru
UT Yadav,2019,Royal Challengers Bengaluru
UT Yadav,2020,Royal Challengers Bengaluru
UT Yadav,2022,Kolkata Knight Riders
UT Yadav,2023,Kolkata Knight Riders
UT Yadav,2024,Gujarat Titans
Umang Sharma,2016,Gujarat Lions
Umang Sharma,2026,Gujarat Lions
Umar Gul,2008,Kolkata Knight Riders
Umesh Yadav,2014,Kolkata Knight Riders
Umesh Yadav,2018,Royal Challengers Bengaluru
Umesh Yadav,2021,Delhi Capitals
Umesh Yadav,2022,Kolkata Knight Riders
Umesh Yadav,2024,Gujarat Titans
Umesh Yadav,2026,Gujarat Titans
Umran Malik,2021,Sunrisers Hyderabad
Umran Malik,2022,Sunrisers Hyderabad
Umran Malik,2023,Sunrisers Hyderabad
Umran Malik,2024,Sunrisers Hyderabad
Umran Malik,2025,Kolkata Knight Riders
Umran Malik,2026,Kolkata Knight Riders
Unmukt Chand,2014,Rajasthan Royals
Unmukt Chand,2026,Rajasthan Royals
Upendra Singh Yadav,2023,Sunrisers Hyderabad
Upendra Singh Yadav,2026,Sunrisers Hyderabad
Urvil Patel,2023,Gujarat Titans
Urvil Patel,2026,Gujarat Titans
Utkarsh Singh,2021,Punjab Kings
Utkarsh Singh,2026,Punjab Kings
V Kaverappa,2024,Punjab Kings
V Kohli,2008,Royal Challengers Bengaluru
V Kohli,2009,Royal Challengers Bengaluru
V Kohli,2010,Royal Challengers Bengaluru
V Kohli,2011,Royal Challengers Bengaluru
V Kohli,2012,Royal Challengers Bengaluru
V Kohli,2013,Royal Challengers Bengaluru
V Kohli,2014,Royal Challengers Bengaluru
V Kohli,2015,Royal Challengers Bengaluru
V Kohli,2016,Royal Challengers Bengaluru
V Kohli,2017,Royal Challengers Bengaluru
V Kohli,2018,Royal Challengers Bengaluru
V Kohli,2019,Royal Challengers Bengaluru
V Kohli,2020,Royal Challengers Bengaluru
V Kohli,2021,Royal Challengers Bengaluru
V Kohli,2022,Royal Challengers Bengaluru
V Kohli,2023,Royal Challengers Bengaluru
V Kohli,2024,Royal Challengers Bengaluru
V Pratap Singh,2012,Deccan Chargers
V Sehwag,2008,Delhi Capitals
V Sehwag,2009,Delhi Capitals
V Sehwag,2010,Delhi Capitals
V Sehwag,2011,Delhi Capitals
V Sehwag,2012,Delhi Capitals
V Sehwag,2013,Delhi Capitals
V Sehwag,2014,Punjab Kings
V Sehwag,2015,Punjab Kings
V Shankar,2014,Chennai Super Kings
V Shankar,2017,Sunrisers Hyderabad
V Shankar,2018,Delhi Capitals
V Shankar,2019,Sunrisers Hyderabad
V Shankar,2020,Sunrisers Hyderabad
V Shankar,2021,Sunrisers Hyderabad
V Shankar,2022,Gujarat Titans
V Shankar,2023,Gujarat Titans
V Shankar,2024,Gujarat Titans
V Viyaskanth,2024,Sunrisers Hyderabad
VG Arora,2022,Punjab Kings
VG Arora,2023,Kolkata Knight Riders
VG Arora,2024,Kolkata Knight Riders
VH Zol,2014,Royal Challengers Bengaluru
VR Aaron,2011,Delhi Capitals
VR Aaron,2012,Delhi Capitals
VR Aaron,2014,Royal Challengers Bengaluru
VR Aaron,2015,Royal Challengers Bengaluru
VR Aaron,2016,Royal Challengers Bengaluru
VR Aaron,2017,Punjab Kings
VR Aaron,2019,Rajasthan Royals
VR Aaron,2020,Rajasthan Royals
VR Aaron,2022,Gujarat Titans
VR Iyer,2021,Kolkata Knight Riders
VR Iyer,2022,Kolkata Knight Riders
VR Iyer,2023,Kolkata Knight Riders
VR Iyer,2024,Kolkata Knight Riders
VRV Singh,2008,Punjab Kings
VRV Singh,2009,Punjab Kings
VRV Singh,2010,Punjab Kings
VS Malik,2009,Punjab Kings
VS Malik,2010,Punjab Kings
VS Malik,2011,Punjab Kings
VS Malik,2013,Rajasthan Royals
VS Malik,2014,Rajasthan Royals
VS Yeligati,2008,Mumbai Indians
VVS Laxman,2008,Deccan Chargers
VVS Laxman,2009,Deccan Chargers
VVS Laxman,2010,Deccan Chargers
VVS Laxman,2011,Kochi Tuskers Kerala
VY Mahesh,2008,Delhi Capitals
VY Mahesh,2009,Delhi Capitals
VY Mahesh,2010,Delhi Capitals
VY Mahesh,2012,Chennai Super Kings
Vaibhav Arora,2021,Kolkata Knight Riders
Vaibhav Arora,2022,Punjab Kings
Vaibhav Arora,2023,Kolkata Knight Riders
Vaibhav Arora,2025,Kolkata Knight Riders
Vaibhav Arora,2026,Kolkata Knight Riders
Vaibhav Rawal,2015,Kolkata Knight Riders
Vaibhav Rawal,2026,Kolkata Knight Riders
Vaibhav Suryavanshi,2025,Rajasthan Royals
Vaibhav Suryavanshi,2026,Rajasthan Royals
Vansh Bedi,2025,Chennai Super Kings
Vansh Bedi,2026,Chennai Super Kings
Varun Aaron,2014,Royal Challengers Bengaluru
Varun Aaron,2017,Punjab Kings
Varun Aaron,2019,Rajasthan Royals
Varun Aaron,2022,Gujarat Titans
Varun Aaron,2026,Gujarat Titans
Varun Chakaravarthy,2019,Punjab Kings
Varun Chakaravarthy,2020,Kolkata Knight Riders
Varun Chakaravarthy,2026,Kolkata Knight Riders
Veer Pratap Singh,2014,Kolkata Knight Riders
Veer Pratap Singh,2026,Kolkata Knight Riders
Venkata Satyanarayana Penmetsa,2025,Mumbai Indians
Venkata Satyanarayana Penmetsa,2026,Mumbai Indians
Venkatesh Iyer,2021,Kolkata Knight Riders
Venkatesh Iyer,2025,Kolkata Knight Riders
Venkatesh Iyer,2026,Royal Challengers Bengaluru
Venugopal Rao,2014,Sunrisers Hyderabad
Venugopal Rao,2026,Sunrisers Hyderabad
Vicky Ostwal,2022,Delhi Capitals
Vicky Ostwal,2026,Royal Challengers Bengaluru
Vidwath Kaverappa,2023,Punjab Kings
Vidwath Kaverappa,2026,Punjab Kings
Vignesh Puthur,2025,Mumbai Indians
Vignesh Puthur,2026,Rajasthan Royals
Vihaan Malhotra,2026,Royal Challengers Bengaluru
Vijay Shankar,2014,Chennai Super Kings
Vijay Shankar,2016,Sunrisers Hyderabad
Vijay Shankar,2018,Delhi Capitals
Vijay Shankar,2022,Gujarat Titans
Vijay Shankar,2025,Chennai Super Kings
Vijay Shankar,2026,Chennai Super Kings
Vijay Zol,2014,Royal Challengers Bengaluru
Vijay Zol,2026,Royal Challengers Bengaluru
Vijaykumar Vyshak,2023,Royal Challengers Bengaluru
Vijaykumar Vyshak,2024,Royal Challengers Bengaluru
Vikas Tokas,2016,Royal Challengers Bengaluru
Vikas Tokas,2026,Royal Challengers Bengaluru
Vikramjeet Malik,2014,Rajasthan Royals
Vikramjeet Malik,2016,Royal Challengers Bengaluru
Vikramjeet Malik,2026,Royal Challengers Bengaluru
Vipraj Nigam,2025,Delhi Capitals
Vipraj Nigam,2026,Delhi Capitals
Virat Singh,2020,Sunrisers Hyderabad
Virat Singh,2021,Sunrisers Hyderabad
Virat Singh,2026,Sunrisers Hyderabad
Virender Sehwag,2014,Punjab Kings
Virender Sehwag,2026,Punjab Kings
Vishal Nishad,2026,Punjab Kings
Vishnu Vinod,2017,Royal Challengers Bengaluru
Vishnu Vinod,2021,Delhi Capitals
Vishnu Vinod,2022,Sunrisers Hyderabad
Vishnu Vinod,2023,Mumbai Indians
Vishnu Vinod,2025,Punjab Kings
Vishnu Vinod,2026,Punjab Kings
Vishwanath Pratap Singh,2024,Punjab Kings
Vishwanath Pratap Singh,2026,Punjab Kings
Vivrant Sharma,2023,Sunrisers Hyderabad
Vivrant Sharma,2026,Sunrisers Hyderabad
Vyshak Vijaykumar,2025,Punjab Kings
Vyshak Vijaykumar,2026,Punjab Kings
W Jaffer,2008,Royal Challengers Bengaluru
W Jaffer,2009,Royal Challengers Bengaluru
WA Mota,2008,Punjab Kings
WA Mota,2009,Punjab Kings
WD Parnell,2011,Pune Warriors
WD Parnell,2012,Pune Warriors
WD Parnell,2013,Pune Warriors
WD Parnell,2014,Delhi Capitals
WD Parnell,2023,Royal Challengers Bengaluru
WG Jacks,2024,Royal Challengers Bengaluru
WP Saha,2008,Kolkata Knight Riders
WP Saha,2009,Kolkata Knight Riders
WP Saha,2010,Kolkata Knight Riders
WP Saha,2011,Chennai Super Kings
WP Saha,2012,Chennai Super Kings
WP Saha,2013,Chennai Super Kings
WP Saha,2014,Punjab Kings
WP Saha,2015,Punjab Kings
WP Saha,2016,Punjab Kings
WP Saha,2017,Punjab Kings
WP Saha,2018,Sunrisers Hyderabad
WP Saha,2019,Sunrisers Hyderabad
WP Saha,2020,Sunrisers Hyderabad
WP Saha,2021,Sunrisers Hyderabad
WP Saha,2022,Gujarat Titans
WP Saha,2023,Gujarat Titans
WP Saha,2024,Gujarat Titans
WPUJC Vaas,2008,Deccan Chargers
WPUJC Vaas,2009,Deccan Chargers
WPUJC Vaas,2010,Deccan Chargers
Wanindu Hasaranga,2022,Royal Challengers Bengaluru
Wanindu Hasaranga,2024,Sunrisers Hyderabad
Wanindu Hasaranga,2025,Rajasthan Royals
Wanindu Hasaranga,2026,Lucknow Super Giants
Washington Sundar,2017,Rising Pune Supergiant
Washington Sundar,2018,Royal Challengers Bengaluru
Washington Sundar,2019,Royal Challengers Bengaluru
Washington Sundar,2020,Royal Challengers Bengaluru
Washington Sundar,2021,Royal Challengers Bengaluru
Washington Sundar,2022,Sunrisers Hyderabad
Washington Sundar,2023,Sunrisers Hyderabad
Washington Sundar,2024,Sunrisers Hyderabad
Washington Sundar,2025,Gujarat Titans
Washington Sundar,2026,Gujarat Titans
Wayne Parnell,2014,Delhi Capitals
Wayne Parnell,2026,Delhi Capitals
Will Jacks,2023,Royal Challengers Bengaluru
Will Jacks,2025,Mumbai Indians
Will Jacks,2026,Mumbai Indians
Wriddhiman Saha,2014,Punjab Kings
Wriddhiman Saha,2018,Sunrisers Hyderabad
Wriddhiman Saha,2019,Sunrisers Hyderabad
Wriddhiman Saha,2022,Gujarat Titans
Wriddhiman Saha,2026,Gujarat Titans
Writtick Chatterjee,2022,Punjab Kings
Writtick Chatterjee,2026,Punjab Kings
X Thalaivan Sargunam,2013,Sunrisers Hyderabad
Xavier Bartlett,2025,Punjab Kings
Xavier Bartlett,2026,Punjab Kings
Y Gnaneswara Rao,2011,Kochi Tuskers Kerala
Y Nagar,2009,Delhi Capitals
Y Nagar,2010,Delhi Capitals
Y Nagar,2011,Delhi Capitals
Y Nagar,2012,Delhi Capitals
Y Prithvi Raj,2019,Kolkata Knight Riders
Y Venugopal Rao,2008,Deccan Chargers
Y Venugopal Rao,2009,Deccan Chargers
Y Venugopal Rao,2010,Deccan Chargers
Y Venugopal Rao,2011,Delhi Capitals
Y Venugopal Rao,2012,Delhi Capitals
Y Venugopal Rao,2014,Sunrisers Hyderabad
YA Abdulla,2009,Punjab Kings
YA Abdulla,2010,Punjab Kings
YBK Jaiswal,2020,Rajasthan Royals
YBK Jaiswal,2021,Rajasthan Royals
YBK Jaiswal,2022,Rajasthan Royals
YBK Jaiswal,2023,Rajasthan Royals
YBK Jaiswal,2024,Rajasthan Royals
YK Pathan,2008,Rajasthan Royals
YK Pathan,2009,Rajasthan Royals
YK Pathan,2010,Rajasthan Royals
YK Pathan,2011,Kolkata Knight Riders
YK Pathan,2012,Kolkata Knight Riders
YK Pathan,2013,Kolkata Knight Riders
YK Pathan,2014,Kolkata Knight Riders
YK Pathan,2015,Kolkata Knight Riders
YK Pathan,2016,Kolkata Knight Riders
YK Pathan,2017,Kolkata Knight Riders
YK Pathan,2018,Sunrisers Hyderabad
YK Pathan,2019,Sunrisers Hyderabad
YS Chahal,2013,Mumbai Indians
YS Chahal,2014,Royal Challengers Bengaluru
YS Chahal,2015,Royal Challengers Bengaluru
YS Chahal,2016,Royal Challengers Bengaluru
YS Chahal,2017,Royal Challengers Bengaluru
YS Chahal,2018,Royal Challengers Bengaluru
YS Chahal,2019,Royal Challengers Bengaluru
YS Chahal,2020,Royal Challengers Bengaluru
YS Chahal,2021,Royal Challengers Bengaluru
YS Chahal,2022,Rajasthan Royals
YS Chahal,2023,Rajasthan Royals
YS Chahal,2024,Rajasthan Royals
YV Dhull,2023,Delhi Capitals
YV Takawale,2008,Mumbai Indians
YV Takawale,2009,Mumbai Indians
YV Takawale,2014,Royal Challengers Bengaluru
Yash Dayal,2022,Gujarat Titans
Yash Dayal,2023,Gujarat Titans
Yash Dayal,2024,Royal Challengers Bengaluru
Yash Dayal,2026,Royal Challengers Bengaluru
Yash Dhull,2022,Delhi Capitals
Yash Dhull,2026,Delhi Capitals
Yash Raj Punja,2026,Rajasthan Royals
Yash Thakur,2023,Lucknow Super Giants
Yash Thakur,2024,Lucknow Super Giants
Yash Thakur,2025,Punjab Kings
Yash Thakur,2026,Punjab Kings
Yashasvi Jaiswal,2020,Rajasthan Royals
Yashasvi Jaiswal,2026,Rajasthan Royals
Yashpal Singh,2009,Kolkata Knight Riders
Yogesh Gowalkar,2015,Punjab Kings
Yogesh Gowalkar,2026,Punjab Kings
Yogesh Takawale,2014,Royal Challengers Bengaluru
Yogesh Takawale,2026,Royal Challengers Bengaluru
Younis Khan,2008,Rajasthan Royals
Yudhvir Charak,2021,Mumbai Indians
Yudhvir Charak,2023,Lucknow Super Giants
Yudhvir Charak,2025,Rajasthan Royals
Yudhvir Charak,2026,Rajasthan Royals
Yudhvir Singh,2023,Lucknow Super Giants
Yudhvir Singh,2024,Lucknow Super Giants
Yusuf Pathan,2014,Kolkata Knight Riders
Yusuf Pathan,2018,Sunrisers Hyderabad
Yusuf Pathan,2026,Sunrisers Hyderabad
Yuvraj Chaudhary,2025,Lucknow Super Giants
Yuvraj Chaudhary,2026,Lucknow Super Giants
Yuvraj Singh,2008,Punjab Kings
Yuvraj Singh,2009,Punjab Kings
Yuvraj Singh,2010,Punjab Kings
Yuvraj Singh,2011,Pune Warriors
Yuvraj Singh,2013,Pune Warriors
Yuvraj Singh,2014,Royal Challengers Bengaluru
Yuvraj Singh,2015,Delhi Capitals
Yuvraj Singh,2016,Sunrisers Hyderabad
Yuvraj Singh,2017,Sunrisers Hyderabad
Yuvraj Singh,2018,Punjab Kings
Yuvraj Singh,2019,Mumbai Indians
Yuvraj Singh,2026,Mumbai Indians
Yuzvendra Chahal,2022,Rajasthan Royals
Yuzvendra Chahal,2025,Punjab Kings
Yuzvendra Chahal,2026,Punjab Kings
Yuzvendra Singh Chahal,2014,Royal Challengers Bengaluru
Yuzvendra Singh Chahal,2018,Royal Challengers Bengaluru
Yuzvendra Singh Chahal,2026,Royal Challengers Bengaluru
Z Khan,2008,Royal Challengers Bengaluru
Z Khan,2009,Mumbai Indians
Z Khan,2010,Mumbai Indians
Z Khan,2011,Royal Challengers Bengaluru
Z Khan,2012,Royal Challengers Bengaluru
Z Khan,2013,Royal Challengers Bengaluru
Z Khan,2014,Mumbai Indians
Z Khan,2015,Delhi Capitals
Z Khan,2016,Delhi Capitals
Z Khan,2017,Delhi Capitals
Zaheer Khan,2014,Mumbai Indians
Zaheer Khan,2015,Delhi Capitals
Zaheer Khan,2026,Delhi Capitals
Zahir Khan Pakteen,2018,Rajasthan Royals
Zahir Khan Pakteen,2026,Rajasthan Royals
Zak Foulkes,2026,Chennai Super Kings
Zeeshan Ansari,2025,Sunrisers Hyderabad
Zeeshan Ansari,2026,Sunrisers Hyderabad
